Chromosome	Topology	Weights
Chr4	Topology3	0.4257
Chr4	Topology3	0.4316
Chr4	Topology3	0.4273
Chr4	Topology3	0.4262
Chr4	Topology3	0.4191
Chr4	Topology3	0.4229
Chr4	Topology3	0.4292
Chr4	Topology3	0.441
Chr4	Topology3	0.4336
Chr4	Topology3	0.4322
Chr4	Topology3	0.4339
Chr4	Topology3	0.4273
Chr4	Topology3	0.4105
Chr4	Topology3	0.4287
Chr4	Topology3	0.4293
Chr4	Topology3	0.434
Chr4	Topology3	0.4481
Chr4	Topology3	0.4319
Chr4	Topology3	0.428
Chr4	Topology3	0.4307
Chr4	Topology3	0.4251
Chr4	Topology3	0.4014
Chr4	Topology3	0.4228
Chr4	Topology3	0.4217
Chr4	Topology3	0.4382
Chr4	Topology3	0.432
Chr4	Topology3	0.4311
Chr4	Topology3	0.4318
Chr4	Topology3	0.4385
Chr4	Topology3	0.4239
Chr4	Topology3	0.4255
Chr4	Topology3	0.4284
Chr4	Topology3	0.4257
Chr4	Topology3	0.4315
Chr4	Topology3	0.4349
Chr4	Topology3	0.4315
Chr4	Topology3	0.4326
Chr4	Topology3	0.4306
Chr4	Topology3	0.4284
Chr4	Topology3	0.4353
Chr4	Topology3	0.4264
Chr4	Topology3	0.4316
Chr4	Topology3	0.4282
Chr4	Topology3	0.4254
Chr4	Topology3	0.4339
Chr4	Topology3	0.4304
Chr4	Topology3	0.436
Chr4	Topology3	0.4552
Chr4	Topology3	0.419
Chr4	Topology3	0.4358
Chr4	Topology3	0.4229
Chr4	Topology3	0.4354
Chr4	Topology3	0.4349
Chr4	Topology3	0.4304
Chr4	Topology3	0.4352
Chr4	Topology3	0.433
Chr4	Topology3	0.4295
Chr4	Topology3	0.4321
Chr4	Topology3	0.4314
Chr4	Topology3	0.4316
Chr4	Topology3	0.432
Chr4	Topology3	0.4215
Chr4	Topology3	0.4372
Chr4	Topology3	0.44
Chr4	Topology3	0.4339
Chr4	Topology3	0.4341
Chr4	Topology3	0.4339
Chr4	Topology3	0.421
Chr4	Topology3	0.4245
Chr4	Topology3	0.4255
Chr4	Topology3	0.4254
Chr4	Topology3	0.4362
Chr4	Topology3	0.4315
Chr4	Topology3	0.4254
Chr4	Topology3	0.4306
Chr4	Topology3	0.4283
Chr4	Topology3	0.426
Chr4	Topology3	0.4313
Chr4	Topology3	0.4307
Chr4	Topology3	0.4204
Chr4	Topology3	0.4425
Chr4	Topology3	0.478763217
Chr4	Topology3	0.4269
Chr4	Topology3	0.3915
Chr4	Topology3	0.4346
Chr4	Topology3	0.444
Chr4	Topology3	0.4275
Chr4	Topology3	0.4318
Chr4	Topology3	0.4264
Chr4	Topology3	0.4295
Chr4	Topology3	0.4393
Chr4	Topology3	0.4217
Chr4	Topology3	0.4327
Chr4	Topology3	0.4317
Chr4	Topology3	0.4255
Chr4	Topology3	0.433
Chr4	Topology3	0.4224
Chr4	Topology3	0.4244
Chr4	Topology3	0.4259
Chr4	Topology3	0.4267
Chr4	Topology3	0.4372
Chr4	Topology3	0.431
Chr4	Topology3	0.4311
Chr4	Topology3	0.4174
Chr4	Topology3	0.4269
Chr4	Topology3	0.4242
Chr4	Topology3	0.4227
Chr4	Topology3	0.4317
Chr4	Topology3	0.4342
Chr4	Topology3	0.4256
Chr4	Topology3	0.4262
Chr4	Topology3	0.4313
Chr4	Topology3	0.4326
Chr4	Topology3	0.4418
Chr4	Topology3	0.4339
Chr4	Topology3	0.4388
Chr4	Topology3	0.4316
Chr4	Topology3	0.4229
Chr4	Topology3	0.437
Chr4	Topology3	0.428
Chr4	Topology3	0.4352
Chr4	Topology3	0.481863002
Chr4	Topology3	0.4356
Chr4	Topology3	0.427
Chr4	Topology3	0.4327
Chr4	Topology3	0.4358
Chr4	Topology3	0.436
Chr4	Topology3	0.432
Chr4	Topology3	0.4287
Chr4	Topology3	0.437
Chr4	Topology3	0.4233
Chr4	Topology3	0.4365
Chr4	Topology3	0.4303
Chr4	Topology3	0.4373
Chr4	Topology3	0.432
Chr4	Topology3	0.4364
Chr4	Topology3	0.4281
Chr4	Topology3	0.4277
Chr4	Topology3	0.4319
Chr4	Topology3	0.4312
Chr4	Topology3	0.4283
Chr4	Topology3	0.4314
Chr4	Topology3	0.4316
Chr4	Topology3	0.4356
Chr4	Topology3	0.4397
Chr4	Topology3	0.4271
Chr4	Topology3	0.4365
Chr4	Topology3	0.4267
Chr4	Topology3	0.4358
Chr4	Topology3	0.4293
Chr4	Topology3	0.4351
Chr4	Topology3	0.4307
Chr4	Topology3	0.4283
Chr4	Topology3	0.4265
Chr4	Topology3	0.4281
Chr4	Topology3	0.4178
Chr4	Topology3	0.4493
Chr4	Topology3	0.4335
Chr4	Topology3	0.416
Chr4	Topology3	0.437
Chr4	Topology3	0.4331
Chr4	Topology3	0.4327
Chr4	Topology3	0.4277
Chr4	Topology3	0.4211
Chr4	Topology3	0.4343
Chr4	Topology3	0.4359
Chr4	Topology3	0.4292
Chr4	Topology3	0.4355
Chr4	Topology3	0.4294
Chr4	Topology3	0.4385
Chr4	Topology3	0.4258
Chr4	Topology3	0.4261
Chr4	Topology3	0.4296
Chr4	Topology3	0.4381
Chr4	Topology3	0.4286
Chr4	Topology3	0.4821
Chr4	Topology3	0.427
Chr4	Topology3	0.428
Chr4	Topology3	0.4315
Chr4	Topology3	0.422
Chr4	Topology3	0.4302
Chr4	Topology3	0.433
Chr4	Topology3	0.4301
Chr4	Topology3	0.4336
Chr4	Topology3	0.4301
Chr4	Topology3	0.4334
Chr4	Topology3	0.4305
Chr4	Topology3	0.4336
Chr4	Topology3	0.4383
Chr4	Topology3	0.4278
Chr4	Topology3	0.4282
Chr4	Topology3	0.4295
Chr4	Topology3	0.4319
Chr4	Topology3	0.4354
Chr4	Topology3	0.4328
Chr4	Topology3	0.4276
Chr4	Topology3	0.4354
Chr4	Topology3	0.4107
Chr4	Topology3	0.4237
Chr4	Topology3	0.4315
Chr4	Topology3	0.4247
Chr4	Topology3	0.4439
Chr4	Topology3	0.4223
Chr4	Topology3	0.4334
Chr4	Topology3	0.4196
Chr4	Topology3	0.4374
Chr4	Topology3	0.4416
Chr4	Topology3	0.4284
Chr4	Topology3	0.448
Chr4	Topology3	0.4359
Chr4	Topology3	0.4296
Chr4	Topology3	0.4251
Chr4	Topology3	0.4281
Chr4	Topology3	0.4267
Chr4	Topology3	0.4348
Chr4	Topology3	0.4359
Chr4	Topology3	0.4328
Chr4	Topology3	0.4216
Chr4	Topology3	0.4292
Chr4	Topology3	0.434
Chr4	Topology3	0.4283
Chr4	Topology3	0.4351
Chr4	Topology3	0.4231
Chr4	Topology3	0.4352
Chr4	Topology3	0.4286
Chr4	Topology3	0.4263
Chr4	Topology3	0.428
Chr4	Topology3	0.436
Chr4	Topology3	0.4414
Chr4	Topology3	0.4363
Chr4	Topology3	0.4303
Chr4	Topology3	0.4329
Chr4	Topology3	0.4294
Chr4	Topology3	0.4275
Chr4	Topology3	0.4288
Chr4	Topology3	0.434
Chr4	Topology3	0.4239
Chr4	Topology3	0.4252
Chr4	Topology3	0.4211
Chr4	Topology3	0.4294
Chr4	Topology3	0.4287
Chr4	Topology3	0.4152
Chr4	Topology3	0.4354
Chr4	Topology3	0.4361
Chr4	Topology3	0.4322
Chr4	Topology3	0.4363
Chr4	Topology3	0.4302
Chr4	Topology3	0.4162
Chr4	Topology3	0.4296
Chr4	Topology3	0.4204
Chr4	Topology3	0.4336
Chr4	Topology3	0.3914
Chr4	Topology3	0.429
Chr4	Topology3	0.4382
Chr4	Topology3	0.432
Chr4	Topology3	0.4304
Chr4	Topology3	0.4344
Chr4	Topology3	0.4354
Chr4	Topology3	0.4233
Chr4	Topology3	0.4337
Chr4	Topology3	0.4327
Chr4	Topology3	0.4354
Chr4	Topology3	0.4316
Chr4	Topology3	0.4311
Chr4	Topology3	0.4402
Chr4	Topology3	0.4277
Chr4	Topology3	0.4296
Chr4	Topology3	0.4319
Chr4	Topology3	0.4338
Chr4	Topology3	0.438
Chr4	Topology3	0.433
Chr4	Topology3	0.485237655
Chr4	Topology3	0.4338
Chr4	Topology3	0.4281
Chr4	Topology3	0.4386
Chr4	Topology3	0.4387
Chr4	Topology3	0.4396
Chr4	Topology3	0.4266
Chr4	Topology3	0.4312
Chr4	Topology3	0.4276
Chr4	Topology3	0.4333
Chr4	Topology3	0.4376
Chr4	Topology3	0.288498785
Chr4	Topology3	0.4245
Chr4	Topology3	0.4276
Chr4	Topology3	0.4292
Chr4	Topology3	0.4343
Chr4	Topology3	0.4335
Chr4	Topology3	0.4256
Chr4	Topology3	0.4262
Chr4	Topology3	0.4307
Chr4	Topology3	0.423
Chr4	Topology3	0.4248
Chr4	Topology3	0.4276
Chr4	Topology3	0.4408
Chr4	Topology3	0.4306
Chr4	Topology3	0.4381
Chr4	Topology3	0.4278
Chr4	Topology3	0.4244
Chr4	Topology3	0.4424
Chr4	Topology3	0.4334
Chr4	Topology3	0.4244
Chr4	Topology3	0.4373
Chr4	Topology3	0.4221
Chr4	Topology3	0.4307
Chr4	Topology3	0.4357
Chr4	Topology3	0.436
Chr4	Topology3	0.422
Chr4	Topology3	0.4322
Chr4	Topology3	0.4314
Chr4	Topology3	0.4315
Chr4	Topology3	0.4357
Chr4	Topology3	0.4353
Chr4	Topology3	0.4305
Chr4	Topology3	0.4313
Chr4	Topology3	0.427
Chr4	Topology3	0.4294
Chr4	Topology3	0.4383
Chr4	Topology3	0.4349
Chr4	Topology3	0.4331
Chr4	Topology3	0.432
Chr4	Topology3	0.4335
Chr4	Topology3	0.4355
Chr4	Topology3	0.4266
Chr4	Topology3	0.4279
Chr4	Topology3	0.4321
Chr4	Topology3	0.4252
Chr4	Topology3	0.434
Chr4	Topology3	0.4267
Chr4	Topology3	0.4283
Chr4	Topology3	0.4341
Chr4	Topology3	0.4366
Chr4	Topology3	0.4259
Chr4	Topology3	0.4288
Chr4	Topology3	0.427
Chr4	Topology3	0.4292
Chr4	Topology3	0.4194
Chr4	Topology3	0.4305
Chr4	Topology3	0.4281
Chr4	Topology3	0.4275
Chr4	Topology3	0.4312
Chr4	Topology3	0.444
Chr4	Topology3	0.4253
Chr4	Topology3	0.4306
Chr4	Topology3	0.4367
Chr4	Topology3	0.433
Chr4	Topology3	0.4399
Chr4	Topology3	0.4325
Chr4	Topology3	0.4306
Chr4	Topology3	0.428
Chr4	Topology3	0.4397
Chr4	Topology3	0.4282
Chr4	Topology3	0.4239
Chr4	Topology3	0.4339
Chr4	Topology3	0.4332
Chr4	Topology3	0.4317
Chr4	Topology3	0.4267
Chr4	Topology3	0.4238
Chr4	Topology3	0.4322
Chr4	Topology3	0.4354
Chr4	Topology3	0.4319
Chr4	Topology3	0.491433973
Chr4	Topology3	0.4307
Chr4	Topology3	0.478763217
Chr4	Topology3	0.4248
Chr4	Topology3	0.4305
Chr4	Topology3	0.4414
Chr4	Topology3	0.4314
Chr4	Topology3	0.4354
Chr4	Topology3	0.4144
Chr4	Topology3	0.439
Chr4	Topology3	0.4323
Chr4	Topology3	0.4321
Chr4	Topology3	0.4311
Chr4	Topology3	0.4358
Chr4	Topology3	0.4238
Chr4	Topology3	0.427
Chr4	Topology3	0.4263
Chr4	Topology3	0.4332
Chr4	Topology3	0.4377
Chr4	Topology3	0.4341
Chr4	Topology3	0.4264
Chr4	Topology3	0.4341
Chr4	Topology3	0.4346
Chr4	Topology3	0.4224
Chr4	Topology3	0.4308
Chr4	Topology3	0.4282
Chr4	Topology3	0.4301
Chr4	Topology3	0.4256
Chr4	Topology3	0.4263
Chr4	Topology3	0.4232
Chr4	Topology3	0.4297
Chr4	Topology3	0.4302
Chr4	Topology3	0.433
Chr4	Topology3	0.4245
Chr4	Topology3	0.4289
Chr4	Topology3	0.4302
Chr4	Topology3	0.478763217
Chr4	Topology3	0.4306
Chr4	Topology3	0.4332
Chr4	Topology3	0.4266
Chr4	Topology3	0.428
Chr4	Topology3	0.4341
Chr4	Topology3	0.4291
Chr4	Topology3	0.4275
Chr4	Topology3	0.4392
Chr4	Topology3	0.4397
Chr4	Topology3	0.428
Chr4	Topology3	0.4352
Chr4	Topology3	0.4241
Chr4	Topology3	0.4304
Chr4	Topology3	0.4296
Chr4	Topology3	0.4222
Chr4	Topology3	0.4364
Chr4	Topology3	0.4367
Chr4	Topology3	0.4345
Chr4	Topology3	0.4291
Chr4	Topology3	0.4329
Chr4	Topology3	0.4232
Chr4	Topology3	0.4276
Chr4	Topology3	0.4229
Chr4	Topology3	0.4302
Chr4	Topology3	0.425
Chr4	Topology3	0.4318
Chr4	Topology3	0.4363
Chr4	Topology3	0.4351
Chr4	Topology3	0.4356
Chr4	Topology3	0.4305
Chr4	Topology3	0.4247
Chr4	Topology3	0.4266
Chr4	Topology3	0.4202
Chr4	Topology3	0.4253
Chr4	Topology3	0.4341
Chr4	Topology3	0.4331
Chr4	Topology3	0.4336
Chr4	Topology3	0.4335
Chr4	Topology3	0.4297
Chr4	Topology3	0.4254
Chr4	Topology3	0.439
Chr4	Topology3	0.4279
Chr4	Topology3	0.4339
Chr4	Topology3	0.437
Chr4	Topology3	0.4299
Chr4	Topology3	0.4392
Chr4	Topology3	0.4256
Chr4	Topology3	0.4343
Chr4	Topology3	0.4317
Chr4	Topology3	0.435
Chr4	Topology3	0.4237
Chr4	Topology3	0.4283
Chr4	Topology3	0.4289
Chr4	Topology3	0.4284
Chr4	Topology3	0.4309
Chr4	Topology3	0.4241
Chr4	Topology3	0.4285
Chr4	Topology3	0.4338
Chr4	Topology3	0.4342
Chr4	Topology3	0.4333
Chr4	Topology3	0.4282
Chr4	Topology3	0.4275
Chr4	Topology3	0.4261
Chr4	Topology3	0.4342
Chr4	Topology3	0.4332
Chr4	Topology3	0.4375
Chr4	Topology3	0.4298
Chr4	Topology3	0.4314
Chr4	Topology3	0.4288
Chr4	Topology3	0.4267
Chr4	Topology3	0.4341
Chr4	Topology3	0.4282
Chr4	Topology3	0.4253
Chr4	Topology3	0.4323
Chr4	Topology3	0.4283
Chr4	Topology3	0.4316
Chr4	Topology3	0.4293
Chr4	Topology3	0.4293
Chr4	Topology3	0.4197
Chr4	Topology3	0.4302
Chr4	Topology3	0.4303
Chr4	Topology3	0.4217
Chr4	Topology3	0.4279
Chr4	Topology3	0.433
Chr4	Topology3	0.4215
Chr4	Topology3	0.4275
Chr4	Topology3	0.4323
Chr4	Topology3	0.4386
Chr4	Topology3	0.4326
Chr4	Topology3	0.4386
Chr4	Topology3	0.4313
Chr4	Topology3	0.4293
Chr4	Topology3	0.4393
Chr4	Topology3	0.4348
Chr4	Topology3	0.4326
Chr4	Topology3	0.4304
Chr4	Topology3	0.4372
Chr4	Topology3	0.4295
Chr4	Topology3	0.4226
Chr4	Topology3	0.4291
Chr4	Topology3	0.4272
Chr4	Topology3	0.427
Chr4	Topology3	0.4524
Chr4	Topology3	0.4251
Chr4	Topology3	0.4305
Chr4	Topology3	0.4311
Chr4	Topology3	0.429
Chr4	Topology3	0.4275
Chr4	Topology3	0.4273
Chr4	Topology3	0.4274
Chr4	Topology3	0.4266
Chr4	Topology3	0.4214
Chr4	Topology3	0.4323
Chr4	Topology3	0.4278
Chr4	Topology3	0.434
Chr4	Topology3	0.4347
Chr4	Topology3	0.4309
Chr4	Topology3	0.4371
Chr4	Topology3	0.4388
Chr4	Topology3	0.4258
Chr4	Topology3	0.4327
Chr4	Topology3	0.4382
Chr4	Topology3	0.4346
Chr4	Topology3	0.4265
Chr4	Topology3	0.4373
Chr4	Topology3	0.4292
Chr4	Topology3	0.431
Chr4	Topology3	0.4305
Chr4	Topology3	0.4253
Chr4	Topology3	0.4305
Chr4	Topology3	0.4057
Chr4	Topology3	0.4285
Chr4	Topology3	0.4257
Chr4	Topology3	0.4343
Chr4	Topology3	0.4257
Chr4	Topology3	0.4263
Chr4	Topology3	0.4295
Chr4	Topology3	0.4283
Chr4	Topology3	0.4277
Chr4	Topology3	0.4224
Chr4	Topology3	0.429
Chr4	Topology3	0.4372
Chr4	Topology3	0.4319
Chr4	Topology3	0.4304
Chr4	Topology3	0.4258
Chr4	Topology3	0.4346
Chr4	Topology3	0.4338
Chr4	Topology3	0.4168
Chr4	Topology3	0.4336
Chr4	Topology3	0.4302
Chr4	Topology3	0.43
Chr4	Topology3	0.4296
Chr4	Topology3	0.4347
Chr4	Topology3	0.4377
Chr4	Topology3	0.4426
Chr4	Topology3	0.4283
Chr4	Topology3	0.4308
Chr4	Topology3	0.4346
Chr4	Topology3	0.4302
Chr4	Topology3	0.4345
Chr4	Topology3	0.4326
Chr4	Topology3	0.428
Chr4	Topology3	0.4294
Chr4	Topology3	0.4274
Chr4	Topology3	0.4356
Chr4	Topology3	0.4304
Chr4	Topology3	0.4355
Chr4	Topology3	0.4379
Chr4	Topology3	0.4311
Chr4	Topology3	0.4217
Chr4	Topology3	0.4429
Chr4	Topology3	0.4247
Chr4	Topology3	0.4332
Chr4	Topology3	0.4347
Chr4	Topology3	0.4316
Chr4	Topology3	0.4354
Chr4	Topology3	0.4394
Chr4	Topology3	0.4297
Chr4	Topology3	0.4435
Chr4	Topology3	0.4328
Chr4	Topology3	0.4256
Chr4	Topology3	0.425
Chr4	Topology3	0.4285
Chr4	Topology3	0.4367
Chr4	Topology3	0.4406
Chr4	Topology3	0.4351
Chr4	Topology3	0.438
Chr4	Topology3	0.4362
Chr4	Topology3	0.427
Chr4	Topology3	0.4384
Chr4	Topology3	0.4317
Chr4	Topology3	0.4337
Chr4	Topology3	0.4149
Chr4	Topology3	0.4322
Chr4	Topology3	0.4389
Chr4	Topology3	0.4306
Chr4	Topology3	0.4312
Chr4	Topology3	0.4304
Chr4	Topology3	0.438
Chr4	Topology3	0.4278
Chr4	Topology3	0.4257
Chr4	Topology3	0.4216
Chr4	Topology3	0.4315
Chr4	Topology3	0.4337
Chr4	Topology3	0.4351
Chr4	Topology3	0.4331
Chr4	Topology3	0.4362
Chr4	Topology3	0.4384
Chr4	Topology3	0.4294
Chr4	Topology3	0.4288
Chr4	Topology3	0.4335
Chr4	Topology3	0.4265
Chr4	Topology3	0.4313
Chr4	Topology3	0.4226
Chr4	Topology3	0.439
Chr4	Topology3	0.4234
Chr4	Topology3	0.4378
Chr4	Topology3	0.4282
Chr4	Topology3	0.4265
Chr4	Topology3	0.4315
Chr4	Topology3	0.438
Chr4	Topology3	0.4334
Chr4	Topology3	0.4344
Chr4	Topology3	0.4252
Chr4	Topology3	0.4291
Chr4	Topology3	0.4337
Chr4	Topology3	0.4375
Chr4	Topology3	0.424
Chr4	Topology3	0.4306
Chr4	Topology3	0.4261
Chr4	Topology3	0.4255
Chr4	Topology3	0.427
Chr4	Topology3	0.4235
Chr4	Topology3	0.4322
Chr4	Topology3	0.4274
Chr4	Topology3	0.478763217
Chr4	Topology3	0.4258
Chr4	Topology3	0.4317
Chr4	Topology3	0.4278
Chr4	Topology3	0.4348
Chr4	Topology3	0.4351
Chr4	Topology3	0.4412
Chr4	Topology3	0.4375
Chr4	Topology3	0.4291
Chr4	Topology3	0.4316
Chr4	Topology3	0.4342
Chr4	Topology3	0.4281
Chr4	Topology3	0.4318
Chr4	Topology3	0.4254
Chr4	Topology3	0.4309
Chr4	Topology3	0.4315
Chr4	Topology3	0.4291
Chr4	Topology3	0.4291
Chr4	Topology3	0.4358
Chr4	Topology3	0.4362
Chr4	Topology3	0.4289
Chr4	Topology3	0.4311
Chr4	Topology3	0.4364
Chr4	Topology3	0.4389
Chr4	Topology3	0.433
Chr4	Topology3	0.4334
Chr4	Topology3	0.4205
Chr4	Topology3	0.4321
Chr4	Topology3	0.4303
Chr4	Topology3	0.433
Chr4	Topology3	0.4338
Chr4	Topology3	0.423
Chr4	Topology3	0.4416
Chr4	Topology3	0.4213
Chr4	Topology3	0.4315
Chr4	Topology3	0.435
Chr4	Topology3	0.4293
Chr4	Topology3	0.4373
Chr4	Topology3	0.4279
Chr4	Topology3	0.4248
Chr4	Topology3	0.4321
Chr4	Topology3	0.4316
Chr4	Topology3	0.4254
Chr4	Topology3	0.4242
Chr4	Topology3	0.4336
Chr4	Topology3	0.4234
Chr4	Topology3	0.4311
Chr4	Topology3	0.4247
Chr4	Topology3	0.4277
Chr4	Topology3	0.4354
Chr4	Topology3	0.4328
Chr4	Topology3	0.4423
Chr4	Topology3	0.4297
Chr4	Topology3	0.4367
Chr4	Topology3	0.428
Chr4	Topology3	0.4295
Chr4	Topology3	0.4239
Chr4	Topology3	0.4349
Chr4	Topology3	0.4289
Chr4	Topology3	0.4315
Chr4	Topology3	0.4341
Chr4	Topology3	0.4327
Chr4	Topology3	0.4316
Chr4	Topology3	0.4355
Chr4	Topology3	0.4254
Chr4	Topology3	0.4337
Chr4	Topology3	0.425982788
Chr4	Topology3	0.4288
Chr4	Topology3	0.4315
Chr4	Topology3	0.4299
Chr4	Topology3	0.4178
Chr4	Topology3	0.426
Chr4	Topology3	0.4279
Chr4	Topology3	0.4302
Chr4	Topology3	0.4245
Chr4	Topology3	0.4279
Chr4	Topology3	0.4343
Chr4	Topology3	0.4259
Chr4	Topology3	0.4089
Chr4	Topology3	0.4308
Chr4	Topology3	0.4381
Chr4	Topology3	0.428
Chr4	Topology3	0.4272
Chr4	Topology3	0.4345
Chr4	Topology3	0.4293
Chr4	Topology3	0.4352
Chr4	Topology3	0.4362
Chr4	Topology3	0.4316
Chr4	Topology3	0.4294
Chr4	Topology3	0.4211
Chr4	Topology3	0.4298
Chr4	Topology3	0.4337
Chr4	Topology3	0.4372
Chr4	Topology3	0.4316
Chr4	Topology3	0.4338
Chr4	Topology3	0.4277
Chr4	Topology3	0.454
Chr4	Topology3	0.4342
Chr4	Topology3	0.4393
Chr4	Topology3	0.4294
Chr4	Topology3	0.4274
Chr4	Topology3	0.4266
Chr4	Topology3	0.4302
Chr4	Topology3	0.4322
Chr4	Topology3	0.4295
Chr4	Topology3	0.433
Chr4	Topology3	0.4291
Chr4	Topology3	0.4406
Chr4	Topology3	0.4273
Chr4	Topology3	0.4286
Chr4	Topology3	0.4283
Chr4	Topology3	0.4306
Chr4	Topology3	0.4283
Chr4	Topology3	0.4314
Chr4	Topology3	0.4249
Chr4	Topology3	0.4312
Chr4	Topology3	0.4279
Chr4	Topology3	0.4181
Chr4	Topology3	0.4292
Chr4	Topology3	0.4335
Chr4	Topology3	0.4285
Chr4	Topology3	0.4242
Chr4	Topology3	0.432
Chr4	Topology3	0.423
Chr4	Topology3	0.4271
Chr4	Topology3	0.4404
Chr4	Topology3	0.4244
Chr4	Topology3	0.4383
Chr4	Topology3	0.4247
Chr4	Topology3	0.4285
Chr4	Topology3	0.4272
Chr4	Topology3	0.4299
Chr4	Topology3	0.4243
Chr4	Topology3	0.4244
Chr4	Topology3	0.4312
Chr4	Topology3	0.4295
Chr4	Topology3	0.4329
Chr4	Topology3	0.4299
Chr4	Topology3	0.4268
Chr4	Topology3	0.4376
Chr4	Topology3	0.4233
Chr4	Topology3	0.4379
Chr4	Topology3	0.4258
Chr4	Topology3	0.4277
Chr4	Topology3	0.4298
Chr4	Topology3	0.4318
Chr4	Topology3	0.4278
Chr4	Topology3	0.4211
Chr4	Topology3	0.4236
Chr4	Topology3	0.4399
Chr4	Topology3	0.4272
Chr4	Topology3	0.4418
Chr4	Topology3	0.4252
Chr4	Topology3	0.4236
Chr4	Topology3	0.4335
Chr4	Topology3	0.4299
Chr4	Topology3	0.4304
Chr4	Topology3	0.4397
Chr4	Topology3	0.4329
Chr4	Topology3	0.4211
Chr4	Topology3	0.4352
Chr4	Topology3	0.4264
Chr4	Topology3	0.4144
Chr4	Topology3	0.4353
Chr4	Topology3	0.422
Chr4	Topology3	0.441
Chr4	Topology3	0.4391
Chr4	Topology3	0.4253
Chr4	Topology3	0.4337
Chr4	Topology3	0.435
Chr4	Topology3	0.4292
Chr4	Topology3	0.4258
Chr4	Topology3	0.4281
Chr4	Topology3	0.4307
Chr4	Topology3	0.426
Chr4	Topology3	0.4363
Chr4	Topology3	0.4294
Chr4	Topology3	0.4286
Chr4	Topology3	0.4404
Chr4	Topology3	0.4287
Chr4	Topology3	0.4338
Chr4	Topology3	0.428
Chr4	Topology3	0.4353
Chr4	Topology3	0.4254
Chr4	Topology3	0.4358
Chr4	Topology3	0.4327
Chr4	Topology3	0.4262
Chr4	Topology3	0.4308
Chr4	Topology3	0.4234
Chr4	Topology3	0.428
Chr4	Topology3	0.4435
Chr4	Topology3	0.4197
Chr4	Topology3	0.4374
Chr4	Topology3	0.4308
Chr4	Topology3	0.4266
Chr4	Topology3	0.4278
Chr4	Topology3	0.4334
Chr4	Topology3	0.4305
Chr4	Topology3	0.4351
Chr4	Topology3	0.4271
Chr4	Topology3	0.4314
Chr4	Topology3	0.4332
Chr4	Topology3	0.4284
Chr4	Topology3	0.4345
Chr4	Topology3	0.4371
Chr4	Topology3	0.4326
Chr4	Topology3	0.4297
Chr4	Topology3	0.4227
Chr4	Topology3	0.432
Chr4	Topology3	0.4216
Chr4	Topology3	0.4336
Chr4	Topology3	0.4347
Chr4	Topology3	0.4282
Chr4	Topology3	0.4288
Chr4	Topology3	0.4293
Chr4	Topology3	0.4264
Chr4	Topology3	0.4361
Chr4	Topology3	0.4349
Chr4	Topology3	0.4312
Chr4	Topology3	0.4245
Chr4	Topology3	0.4314
Chr4	Topology3	0.4332
Chr4	Topology3	0.4389
Chr4	Topology3	0.4344
Chr4	Topology3	0.4392
Chr4	Topology3	0.4303
Chr4	Topology3	0.4335
Chr4	Topology3	0.4343
Chr4	Topology3	0.4285
Chr4	Topology3	0.4319
Chr4	Topology3	0.4374
Chr4	Topology3	0.4358
Chr4	Topology3	0.4341
Chr4	Topology3	0.4363
Chr4	Topology3	0.4336
Chr4	Topology3	0.4354
Chr4	Topology3	0.4305
Chr4	Topology3	0.4242
Chr4	Topology3	0.4329
Chr4	Topology3	0.424
Chr4	Topology3	0.4239
Chr4	Topology3	0.4331
Chr4	Topology3	0.4297
Chr4	Topology3	0.4347
Chr4	Topology3	0.425
Chr4	Topology3	0.4215
Chr4	Topology3	0.4312
Chr4	Topology3	0.4215
Chr4	Topology3	0.4304
Chr4	Topology3	0.4396
Chr4	Topology3	0.4187
Chr4	Topology3	0.4289
Chr4	Topology3	0.4249
Chr4	Topology3	0.4261
Chr4	Topology3	0.4263
Chr4	Topology3	0.4277
Chr4	Topology3	0.4349
Chr4	Topology3	0.432
Chr4	Topology3	0.528526418
Chr4	Topology3	0.4215
Chr4	Topology3	0.4278
Chr4	Topology3	0.4319
Chr4	Topology3	0.4362
Chr4	Topology3	0.4337
Chr4	Topology3	0.4342
Chr4	Topology3	0.4353
Chr4	Topology3	0.4207
Chr4	Topology3	0.4288
Chr4	Topology3	0.4351
Chr4	Topology3	0.3893
Chr4	Topology3	0.4325
Chr4	Topology3	0.4263
Chr4	Topology3	0.4412
Chr4	Topology3	0.4362
Chr4	Topology3	0.4309
Chr4	Topology3	0.4225
Chr4	Topology3	0.4369
Chr4	Topology3	0.4264
Chr4	Topology3	0.4364
Chr4	Topology3	0.421
Chr4	Topology3	0.4292
Chr4	Topology3	0.4302
Chr4	Topology3	0.4311
Chr4	Topology3	0.4271
Chr4	Topology3	0.4266
Chr4	Topology3	0.4224
Chr4	Topology3	0.4275
Chr4	Topology3	0.4331
Chr4	Topology3	0.4291
Chr4	Topology3	0.4257
Chr4	Topology3	0.4385
Chr4	Topology3	0.4314
Chr4	Topology3	0.4268
Chr4	Topology3	0.4309
Chr4	Topology3	0.485237655
Chr4	Topology3	0.4266
Chr4	Topology3	0.4335
Chr4	Topology3	0.4374
Chr4	Topology3	0.4224
Chr4	Topology3	0.4313
Chr4	Topology3	0.4321
Chr4	Topology3	0.4304
Chr4	Topology3	0.4321
Chr4	Topology3	0.4343
